,caption,target,prediction,onnx
911,Silver fume pendant for sale. .#boroforsale #PNW #lampworking #handmade #localglass #glassforsale #glassart #pendantofig #pendant #boro #glasspendant #headyglassforsale #headyglass #headypendent #glass4sale #pendentofig #heady #headyart #fume #silverfume,0,0,0
912,"Åućtïoñ starts now for my Bender inspired Bubble Capper. Åućtïoñ starts at 125 with at least 5 increments after that.  Winner must have PayPal and pay 10 shipping(out of country fees may apply). Åućtïoñ ends tomorrow evening at 5pm pst. Bid in Bid Here comments. Thanks for looking!!! Watch Futurama!!! LISTEN to the Melvins!!!
#glasspav #bender #futurama #bubblecap #bestofglass #boroballers #glassmaps #rosin #dab #dabs #weed #weedstagram420 #weedstagram #auction #glassauction #headyglass #heady #glassblower #glasssculptor #sandblasted #themelvins #420",1,1,1
913,"We’re extremely proud and excited to see what our friend and studio resident @glassbybures is producing these days 🙌 Alik has had an extreme amount of persistence since he started in our studio around two years ago. The kind of persistence it takes to be great in this craft.
Somewhere along the line he started to develop this pinwheel pattern that is unique to his style and we LOVE IT ❤️ Since he spends most of his time on the torch, he hasn’t had a chance to name this pattern. ANY SUGGESTIONS?!? And yes this one is AVAILABLE 😎hit our DM for details 👊 #glassbybures #stokedct",0,0,0
914,A while since I posted anything. Been a difficult year so far but I’m still here and still blowing glass. I really liked the iris on this eye. Thanks to everyone who supports my work in any way!,0,0,0
915,"Tenacious Tool #23 heading to My GUY @rufldfthrs 🐉💜🐉
-
-
-
-
-
-
-
-
-
-
-
-
#tenacioustools #purpledragonsquad #dabtoolsofig #customdabtools #headyart #dabsofig #keepitglobby #dontsleeponme #letsgetit #t #e #n #a #c #i #o #u #s #t #o #o #l #s",0,0,0
916,"Atomic Blue Stardust & Hot Sauce Drippyo💦 Available now @ExploreGlassGallery 
#BrainFreeZeBoro #Drippyo #Glass #Art #GlassofIG #GlassArt #PendantsofIG #DabLife #HeadyArt #HeadyGlassForSale #BoroLife #GlassPendant #WeDrippyMane #710  #420 #DabbersDaily #TopShelfLife #710Society #HandMade #GirlsWhoDab #HeadyPendant #DankOnly #Colorado
#DrippyozArePartOfABalancedBreakfast",0,0,0
917,This cap is made for 25mm flat top bangers and is made with crystal bliss experimental 85 Roswell and experimental 67 make sure to check out the rules picture! #glassofig #glassauction #glassforsale #bubblecap #dailydabber,0,0,0
918,"Cheese and corn Garlic Bread from @brewbakesjanipurjammu .
.
Follow @fat_aastik .
.
.
.
.
.
.
.
.
.
.
.
.
.
#garlicbread #foodporn #foodie #pasta #cheese #food #instafood #garlic #yummy #pizza #foodblogger #bread #foodlover #foodphotography #dinner #italianfood #foodstagram #delicious #cheesy #foodgasm #carb #bestofglass #headyglass #carbcap #sandwich #bubblecap #cap #boobytrapspeltbackwardsispartyboob #heady #janipur",0,0,0
919,"Here’s a couple custom bubble caps I made this morning! The first one is a super shifty cfl made with phaze by @trautmanartglass, and pastel potion by @glassalchemy, and has a 3 mm opal!! The second is a uv reactive cap made with blue blizzard, illuminati, purple lollipop, and atomic stardust!! Hope everyone enjoys their day!! Thank you for looking!! #cglass #glassofct #glassofig #glassart #glasslife #glassblowing #handmade #boro #glass #art #bubblecap #carbcap #dab #dabs #dabbersdaily #420 #710 #710society #dabstagram #weedstagram #cannabis #cannabiscommunity #cannabisculture #weshouldsmoke #uv #cfl #opal #oil #supportyourlocalheadshop #newengland",0,0,0
920,"#freshoutthekiln 
In honor of our new @focusvproducts we made bubble caps specifically for them! DM us or come down to check them out in person!",0,0,0
921,"Here’s another look at a favorite of mine that went out to @sir_dabalots a little while back 🐯 more photos of this one can be found on my page! Have a kickass Monday everyone 👐💥👐💥👐
.
.
.
#jaburni #headyart #supporthandmade #handmadegoods #pyrography #woodart #levelstothisshit #oprahswookclub #thousanddollarglass #thousanddollarsmoke #artcollectors #templevibes #heirlooms",0,0,0
922,"Future free art Friday drop...
🍄🖤
Thanks for lookin’! 🧐🍻
.
.
.
#mushlove #artsyfartsy #art #painting #mixedmedia #mixedmediamushroom #artforsale #paintingforsale #canvasforsale #supportlocalartists #buymyshit #firewood #mycology #shrooms #nudes #mushrooms #acrylicpainting #spraypaint #hotsauce #trippyart #headyart",0,0,0
923,"Auction! Berry vine pendant 🌿🍇 Help me with my move, I’m gonna be doing a bunch of auctions and sales here before I move next month so you might want to turn on notifications for my feed! This beauty features a royal jelly bale and berries, with a cfl shifting stem and leaves. To bid please note my comment that will state “Bid Here”, all bids must be placed as a reply to this comment to keep them in order. Dm me with any questions please!!🌿🌈 Signed and dated with my signature

Size - 1 1/2"" wide X 2 1/2"" tall X 3/4"" deep

Rules
1️⃣No starting bid, bids must be placed as a reply to my “Bid Here” comment. 
2️⃣Bidding increments of at least $10 please 
3️⃣Must be 18 years or older to bid 
4️⃣Shipping is $10 for US
5️⃣Please let me know if you are going to have me ship this across a border. 
6️⃣Must be ready to pay immediately by PayPal only, no exceptions!!! Non payment in 24 hours from the closing of auction will get you banned!!!
7️⃣Bidding ends when I call it around  24 hours after posting this photo. I will tag and repost hours before ending. 
Please feel free to dm me with questions. 
Happy bidding!
#glassauction #flamework #flameworking #lampwork #lampworking #glass #glassofig #headyart #glasspendant #fadedaf  #pendantsofig #leafpendant #leaf #boroleaf #boro #boroflora #borosilicate #noleafpress",1,1,1
924,"💎=25-30mm Ball-in Cap= Hustle
⏰Ends at 12pm Est TONIGHT🗓
💸Bin-100$~Starts at 25$Min-5$
📲💥Tag the previous Bidder!💥
📦Buyer pays fees & shipping📲
📲Payment Due @ Auctions End📦
💥Deleting Bids/Void Payment=🚫
⛔️🔞Must be 18+ Yrs old to Win🔞 💎Custom Tube pull made by myself.
💥Terps / Parallax - Nova with Black n White. 
Good Luck & Thanks Everyone! 
#ballincap #ballincapsonly #artofhustle #artofhustleglass 
#globalglassworks #glassart #glasshustle #hustleboro #borohustle #heady #headyglass #glassofig #bestofglass #boroforsale #glassblowing #glassforsale #glassartist #glassblower #michiganmade #michiganglass #madeinmichigan #thousanddollarsmoke #oprahsbookclub #glasscollector #glasscommunity #wholesale",1,0,0
925,Wtf Is Reaaaaallyyy Up 😍  @rudeboyglass @cheese_melts #headyglass #headypendant #headyart #glassporn #710labs #headyglassart,0,0,0
926,"Tag your friends!⬇️
•
🎨 Artist: @driertim",0,0,0
927,"Slick #sherlock with a chopped down mouthpiece. Nice poppin travel lock. Featuring a purple colorway and that #galaxysparkle from #northstar throughout.  Terp coated lava horn with some dynamic #zeuseye marbles.  AVAILABLE 🔥🔥💯 Hit that DM!

#lurchglass #lurchmob #glassofig #bestofglass #headyart #headyglass #purple #fume #fumecrew #socalstyle",0,0,0
928,"Lizard skull bubble cap available in my Etsy shop - link in bio 🙏🦎🙏 .
.
Horns and teeth are made with @moltenaura ""Gold Amethyst"" 💜💕💜 Just tried out some of their colors for the first time and they are gorgeous! 🤗💜🤗 .
.
.
Don't forget about my GIVEAWAY if you're looking to win some free shit! Please scroll down my feed to the GIVEAWAY post for more info 🙏💜🙏
.
.
#glassforsale #glass #glassofig #boroofig #glassskulls #girlswhoblowglass #womenwhoblowglass #womanartist #lizard #skulls #bubblecap #functionalart #glassart #glassblowing #glassporn #glasscollector #dabbersdaily #highsociety #boro #hasko_youngglass",0,0,0
929,"Auk-shun! (Ended)
Sound on💫
Swipe for pics🤛
Bob-omb #5
Colors: star white, jet black, Terps and banana 
Starting bid 20$
Increments of 5$
BIN 75$
Winner pays shipping.
Please be payment ready.
Tag the person you outbid.
Auk-shun ends in 24hrs or whenever I call it! Good luck and happy bidding!!! #supermario #glassofig #borosilicate #glassart #glassforsale #bubblecap #oprahswookclub #bob-omb #bestofglass #babesofboro #borosilichic #dabbersunite #dab",1,1,1
930,"Nice bubblecap! 
by @ghost_glass_official",0,0,0
931,heres another nice little lattichino bubblecap. this one fits 10mm flattops. thanks for looking 💎. #mylesmadeit #pwnpipes #glassofig #glassart #lattichino #bubblecap #bubble #bubblecapsofig #33coe #boroballer #collectors,0,0,0
932,"$1**CTION! for a #goldandsilverfumed and #seriously CFL #bubblecap ! Starting bid is $1 with $1 OR more increments.  Ends tonight at 6pm PST 5/15/19 with a 5 minute snipe rule! Dm for questions.  Winner pays $5 shipping us and $15 for international.  Winner MUST BE PayPal OR venmo ready OR I also take the cash app now 😀. Winner MUST CONTACT WITHIN 24HRS and PAY OR ITEM will BE REAUCTIONED.  MUST BE 18 years OR OLDER to bid.  PLEASE TAG THE PERSON YOU OUTBID THANKS AND HAPPY BIDDING 😀
#glassforsale#bubblecaps#carbcaps#dabbers#dabtools#terptools#highsociety#dabsociety#headyglass#glassauction",1,1,1
933,"****AUCTION***
Starting bid: $15 w/ $3 or more increments
Winner gets this Purple Rain Leaf Pendant
Shipping: $6
BIN: $35
Auction ends @12pm pst
Payment accepted via PayPal, Debit or Credit Card",1,1,1
934,Loving this @primo_extracts terp talon! #terpsauce #stonerfam #thousanddollarsmoke #dabsociety #bubblecap,0,0,0
935,"✨SOLD✨Greetings #KarmaTribe Anyone looking for a storage container to put your ISO?!? I created this #KarmaStack container last night and would like to offer it for your consideration today. This spiraled rainbow vessel comes with a custom fit stopper which features a 🔥4mm sphere opal from @grandpaglass and is accented with lotus white.
🙏🏻🌈Thanks for looking🙏🏻🌈
Hip Hop flow spit by your boi #ChiefRockaKarma 🎙🎵
Rules are easy:
⚡️Starts at $60
⚡️Bid in increments of $10+
⚡️ Ends when I call it -
⚡️$15 shipping (USA)
⚡️PayPal / Venmo ready at end of auction
⚡️Flakes & bid deleters will be blocked
⚡️ All bids are a commitment to the highest price you bid, should a winner flake we will expect you to honor your bid.
🔥🔥
#terps #glassforsale #dabbersdaily #isojar #jar #glassofig #710 #dab #dabs #eastcoastglass #boro #iso #glassforsale #cannabis #karmatribe #cbd #mmj  #concentrationstation #dabbersdaily #travelrig #420 #hiphop #storage #isopropyl #terpsauce",0,1,1
936,"Back in Indy ready for a full week of 12 hour shifts 😅. Thanks to @daily_grindin and @headieshideout  for the opportunity to kick it and sesh beforehand 🙏 enjoy this video of my @scolariglass / @melitzartglass .
.
#oprahsbookclub #thousanddollarsmoke #weed #dabbersdaily #710society #710 #americanglass #topshelflife #headies #highendglass #glassporn #glass #thousanddollarsmoke #bestofglass #glassofig #highsociety #dabs #glassart #rigs #headyglass #headyart #glassart #functionalglassart #dabbers",0,0,0
937,"*****SOLD***** Sweet lil Hammer I made last night! All silver and gold fine except a little @moltenaura moonstone for the carb and mouthpiece, and a lip wrap of @northstarglass star white between the can and bowl.
This thing will color in unbelievably! It is available! #boro #glass #boroglass #boroart #makedrypipesgreatagain #hammer #glasspipes #hansdspunforfun #handmade #gold #silver #fume #silveriswookmagic #artglass #glassforsale #boroforsale #boromarket #glassartforsale #forsale #oregonmade #sunbearglass",0,0,0
938,Last chance for anyone interested in the @pakuaglass collab cap. The fume work is so vibrant 😍 #BarryGlass#coilpot#carbcap#thermalcap#bubblecap#heady#headyglass#headyglassart#glass#glassart#glasslife#glasslove#glassofig#glassblowing#flameworking#lampworking#gttmirage#glassforsale#glass4sale#progress,0,0,0
939,Only 1 @stoneybvloney bubble cap available🔥 link in story🔥 #stoneybvloney #stoneybvloneyglass #stoneyglass #bubblecap #bubblecarbcap #glasspirn #dabbers #dabbersdaily #dailydabbers #dabsociety #idab #dabbersofig #dabbernation #dabsociety #smokinggear #topshelflife #thehighsociety #europeanvacation #europeanvacationshow,0,0,0
940,"Full color Water Bottle Rig by @namelessglass! This rig is portable, semi discreet, features a double barrel(2-hole) gil seal perc, and 10mm! Available now at @unwindsmokeshop!

#nameless #namelessglass #10mmmafia #rig #travelrig #caps #waterbottle #bottle #glass #glassofig #unwindsmokeshop #unwind #smoke #smoker #smoking #dab #dabs #dabbing #dabber #oil #herb #710 #710society #420 #dablife #highlife #hightimes #oprahsbookclub #glassforsale #cannabiscommunity
*Banger Sold Separately*",0,0,0
941,"*SOLD* Glass for sale ‼️‼️ Open to SOME trades, DM for info #headyglass #glassforsale #glassart #710society #marijuana #dabs #dabrigforsale #cannabiscommunity #cannabissociety #beautiful #glassart #functionalglassart #thousanddollarsmoke #dabbing #functionalglassforsale #toroglass #blewglass #dbe503 #brent503 #710community #rigforsale #dabrigforsale #hightimes #highlife #thc #shatter #crumble #liveresin #headyglassforsale #heady #mhennyglass #trashcycler",0,0,0
942,"🚨24 Hour Auction🚨
Toucan pendant with opal eye (signed). Leave your bids in the comments below!
Artist: @crooksglass
(About 2.25 x 1.75 inches) (L x W)
👇👇AUCTION RULES👇👇
👉Starting bid: $150
👉Bid Increments: $25 minimum
👉Buy it Now: $400
👉Tag the person you outbid
👉Highest Bidder Wins
👉Free International Shipping
👉Credit or Debit Card
👉Ends Saturday 8:00 P.M. ET
👉Shipping Same Week
👉Optional: Add Handmade Parachute Necklace Only $10
👉24/7 support available @xfadesupport
PAYMENT IS DUE IMMEDIATELY AT CONCLUSION OF AUCTION; FAILURE TO PAY IS BLOCK —————————————————————
#xfade #headyglassforsale #shop #artist #headyglass #gallery #headshop #glassforsale #headylife #artist #glassart #glassartist #art #glassappreciation #glasscollector #collectible #pendy #glasspendant #pendant #heady #highendglass #borosilicate #highlife #boro #glass",1,1,1
